dh_utc;temperature;pression;pression_variation_3h;humidite;point_de_rosee;visibilite;vent_moyen;vent_rafales;vent_rafales_10min;vent_direction;temperature_min;temperature_max;pluie_1h;pluie_3h;pluie_6h;pluie_12h;pluie_24h;pluie_cumul_0h;pluie_intensite;pluie_intensite_max_1h;uv;uv_index;ensoleillement;temperature_sol
15/04/2025 01:00;15.2;999.5;;85;12.8;;3.2;;11.3;114;15.2;16.6;0;;;;0.3;0;0;0;0;0;;
15/04/2025 01:10;15.2;999.5;;85;12.8;;3.2;;11.3;112;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 01:20;15.2;999.5;;85;12.8;;4.8;;11.3;192;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 01:30;15.3;999.5;;85;12.8;;6.4;;12.9;171;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 01:40;15.4;999.4;;85;12.8;;6.4;;17.7;136;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 01:50;15.4;999.4;;84;12.8;;8;;19.3;211;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 02:00;15.4;999.3;;84;12.8;;9.7;;14.5;164;15.2;16.6;0;;;;;0;0;0;0;0;;
15/04/2025 02:10;15.4;999.3;;84;12.8;;6.4;;12.9;180;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 02:20;15.4;999.1;;84;12.8;;8;;20.9;182;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 02:30;15.4;999.2;;84;12.8;;8;;19.3;154;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 02:40;15.3;999.1;;85;12.8;;6.4;;16.1;188;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 02:50;15.3;999.1;;85;12.8;;8;;20.9;188;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 03:00;15.3;999;-1.3;84;12.8;;11.3;;25.7;175;15.2;16.6;0;;;;;0;0;0;0;0;;
15/04/2025 03:10;15.3;998.8;-1.5;84;12.8;;9.7;;17.7;174;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 03:20;15.4;998.9;-1.4;84;12.8;;9.7;;25.7;153;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 03:30;15.3;999;-1.3;84;12.8;;9.7;;22.5;174;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 03:40;15.3;998.9;-1.4;85;12.8;;8;;17.7;166;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 03:50;15.3;999;-1.3;85;12.8;;9.7;;19.3;177;15.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 04:00;15.3;999.1;-0.4;85;12.8;;6.4;;14.5;182;15.2;16.6;0;;;;;0;0;0;0;0;;
15/04/2025 04:10;15;999.4;-0.1;85;12.8;;14.5;;27.4;173;15;16.6;;;;;;0;0;0;0;0;;
15/04/2025 04:20;14.2;999.5;;85;11.7;;14.5;;29;160;14.2;16.6;;;;;;0;0;0;0;0;;
15/04/2025 04:30;13.6;999.7;0.2;86;11.1;;11.3;;19.3;183;13.5;16.6;;;;;;0;0;0;0;0;;
15/04/2025 04:40;13.1;999.8;0.3;87;11.1;;6.4;;19.3;198;13.1;16.6;;;;;;0.3;0;0;0;0;;
15/04/2025 04:50;12.7;999.8;0.3;87;10.6;;8;;16.1;191;12.7;16.6;;;;;;1;5.1;5.1;0;0;;
15/04/2025 05:00;12.5;999.8;0.5;88;10.6;;4.8;;9.7;182;12.5;16.6;1.3;1.3;1.3;1.3;1.3;1.3;2.3;2.3;0;0;;
15/04/2025 05:10;12.4;999.8;0.5;89;10.6;;3.2;;8;182;12.4;16.6;;;;;;1.5;1.3;2.3;5;0;;
15/04/2025 05:20;12.4;999.9;0.6;89;10.6;;4.8;;9.7;188;12.4;16.6;;;;;;1.8;1.5;2.3;9;0;;
15/04/2025 05:30;12.4;1000;0.7;90;11.1;;3.2;;9.7;167;12.3;16.6;;;;;;1.8;1;2.3;12;0;;
15/04/2025 05:40;12.3;1000;0.7;90;10.6;;6.4;;11.3;181;12.3;16.6;;;;;;2;1;2.3;18;0;;
15/04/2025 05:50;12.3;1000;0.7;90;10.6;;6.4;;12.9;194;12.3;16.6;;;;;;2;0;2.3;18;0;;
15/04/2025 06:00;12.3;1000;1;90;10.6;;3.2;;9.7;200;12.3;16.6;1;2.3;2.3;2.3;2.3;2.3;0;0;32;0;;
15/04/2025 06:10;12.3;1000;1;91;11.1;;3.2;;8;200;12.3;16.6;;;;;;2.3;0;0;28;0;;
15/04/2025 06:20;12.4;999.8;0.8;91;11.1;;1.6;;6.4;200;12.3;16.6;;;;;;2.5;0;0;7;0;;
15/04/2025 06:30;12.4;999.7;0.7;91;11.1;;1.6;;6.4;81;12.3;16.6;;;;;;3;4.1;0;16;0;;
15/04/2025 06:40;12.4;999.8;0.8;91;11.1;;1.6;;8;169;12.3;16.6;;;;;;3.3;2.3;0;32;0;;
15/04/2025 06:50;12.4;999.8;0.8;92;11.1;;1.6;;8;168;12.3;16.6;;;;;;3.3;1;4.1;49;0;;
15/04/2025 07:00;12.7;999.9;0.8;92;11.7;;3.2;;11.3;136;12.3;16.6;1;3.3;3.3;3.3;3.3;3.3;0;0;67;0;;
15/04/2025 07:10;12.8;1000;0.9;92;11.7;;4.8;;11.3;153;12.3;16.6;;;;;;3.3;0;0;81;0.5;;
15/04/2025 07:20;12.8;1000.2;1.1;92;11.7;;6.4;;11.3;178;12.3;16.6;;;;;;3.3;0;0;72;0;;
15/04/2025 07:30;12.9;1000.3;1.2;92;11.7;;6.4;;14.5;150;12.3;16.6;;;;;;3.6;0;0;120;0.7;;
15/04/2025 07:40;13;1000.1;1;92;11.7;;6.4;;14.5;187;12.3;16.6;;;;;;3.6;0;0;123;0.7;;
15/04/2025 07:50;12.8;1000.1;1;91;11.7;;6.4;;16.1;163;12.3;16.6;;;;;;3.6;0;0;128;0.7;;
15/04/2025 08:00;12.9;1000.3;0.5;91;11.7;;6.4;;11.3;183;12.3;16.6;0.3;2.3;3.6;3.6;3.6;3.6;0;0;132;0.7;;
15/04/2025 08:10;13;1000.5;0.7;91;11.7;;8;;14.5;154;12.3;16.6;;;;;;3.6;0;0;141;0.8;;
15/04/2025 08:20;13.1;1000.6;0.8;91;11.7;;8;;19.3;175;12.3;16.6;;;;;;3.6;0;0;109;0.7;;
15/04/2025 08:30;13.1;1000.7;0.9;91;11.7;;11.3;;20.9;192;12.3;16.6;;;;;;3.8;0;0;169;1;;
15/04/2025 08:40;13.2;1000.7;0.9;91;11.7;;8;;16.1;196;12.3;16.6;;;;;;3.8;0;0;183;1;;
15/04/2025 08:50;13.2;1000.8;1;91;11.7;;6.4;;16.1;193;12.3;16.6;;;;;;3.8;0;0;209;1.2;;
15/04/2025 09:00;13.4;1000.8;0.8;90;11.7;;8;;17.7;192;12.3;16.6;0.2;1.5;3.8;3.8;3.8;3.8;0;0;185;1.1;;
15/04/2025 09:10;13.5;1000.6;0.6;90;12.2;;8;;14.5;173;12.3;16.6;;;;;;3.8;0;0;234;1.4;;
15/04/2025 09:20;13.8;1000.7;0.7;90;12.2;;8;;20.9;121;12.3;16.6;;;;;;3.8;0;0;417;2.2;;
15/04/2025 09:30;14.2;1000.7;0.7;89;12.2;;9.7;;16.1;192;12.3;16.6;;;;;;3.8;0;0;267;1.6;;
15/04/2025 09:40;14.3;1000.6;0.6;88;12.2;;6.4;;11.3;211;12.3;16.6;;;;;;3.8;0;0;128;0.8;;
15/04/2025 09:50;14.3;1000.4;0.4;87;12.2;;6.4;;19.3;104;12.3;16.6;;;;;;3.8;0;0;246;1.6;;
15/04/2025 10:00;14.6;1000.5;0.6;88;12.8;;6.4;;12.9;94;12.3;16.6;0;0.5;3.8;3.8;3.8;3.8;0;0;281;1.9;;
15/04/2025 10:10;14.7;1000.7;0.8;87;12.8;;6.4;;14.5;115;12.3;16.6;;;;;;3.8;0;0;246;1.9;;
15/04/2025 10:20;14.8;1000.8;0.9;87;12.8;;8;;14.5;171;12.3;16.6;;;;;;3.8;0;0;216;1.5;;
15/04/2025 10:30;14.6;1000.9;1;87;12.8;;8;;19.3;225;12.3;16.6;;;;;;3.8;0;0;127;1;;
15/04/2025 10:40;14.5;1000.9;1;88;12.8;;8;;14.5;205;12.3;16.6;;;;;;4.3;1.8;0;128;0.9;;
15/04/2025 10:50;14.3;1001;1.1;89;12.8;;8;;19.3;193;12.3;16.6;;;;;;5.3;5.3;10.4;70;0.6;;
15/04/2025 11:00;13.8;1001;0.7;89;12.2;;9.7;;16.1;185;12.3;16.6;2.3;2.5;4.8;6.1;6.1;6.1;10.9;13.7;70;0.5;;
15/04/2025 11:10;13.5;1000.9;0.6;90;12.2;;6.4;;12.9;202;12.3;16.6;;;;;;7.4;4.1;13.7;49;0;;
15/04/2025 11:20;13.4;1001;0.7;91;12.2;;4.8;;11.3;196;12.3;16.6;;;;;;7.6;2.3;13.7;40;0;;
15/04/2025 11:30;13.3;1001;0.7;91;12.2;;4.8;;11.3;179;12.3;16.6;;;;;;7.9;1.5;13.7;139;1;;
15/04/2025 11:40;13.6;1000.6;0.3;92;12.2;;3.2;;6.4;106;12.3;16.6;;;;;;7.9;1;13.7;443;3;;
15/04/2025 11:50;14.8;1000.3;;93;13.9;;3.2;;6.4;88;12.3;16.6;;;;;;7.9;0;13.7;223;2;;
15/04/2025 12:00;14.4;1000.3;-0.5;91;12.8;;4.8;;11.3;173;12.3;16.6;1.8;4.1;5.6;7.9;7.9;7.9;0;13.7;176;1.3;;
15/04/2025 12:10;14.3;1000.2;-0.6;90;12.8;;4.8;;12.9;152;12.3;16.6;;;;;;7.9;0;13.7;160;1.1;;
15/04/2025 12:20;14.4;1000.1;-0.7;90;12.8;;6.4;;9.7;181;12.3;16.6;;;;;;7.9;0;13.7;169;1.1;;
15/04/2025 12:30;14.7;1000.1;-0.7;90;13.3;;6.4;;14.5;200;12.3;16.6;;;;;;7.9;0;0;153;1.1;;
15/04/2025 12:40;14.7;1000.3;-0.5;88;12.8;;8;;17.7;196;12.3;16.6;;;;;;7.9;0;0;51;0;;
15/04/2025 12:50;14.6;1000.6;-0.2;87;12.8;;8;;16.1;142;12.3;16.6;;;;;;7.9;0;0;12;0;;
15/04/2025 13:00;14.6;1000.6;0.1;88;12.8;;6.4;;11.3;205;12.3;16.6;0.5;4.6;5.1;8.4;8.4;8.4;3.6;0;9;0;;
15/04/2025 13:10;14.5;1000.3;-0.2;89;12.8;;4.8;;12.9;190;12.3;16.6;;;;;;8.9;3.8;0;16;0;;
15/04/2025 13:20;14.4;1000.4;-0.1;89;12.8;;3.2;;9.7;188;12.3;16.6;;;;;;9.1;1.8;4.3;19;0;;
15/04/2025 13:30;14.4;1000.4;-0.1;90;12.8;;3.2;;6.4;188;12.3;16.6;;;;;;9.1;1;4.3;46;0;;
15/04/2025 13:40;14.4;1000.4;-0.1;91;12.8;;1.6;;6.4;188;12.3;16.6;;;;;;9.1;0;4.3;49;0;;
15/04/2025 13:50;14.6;1000.3;-0.2;92;13.3;;0;;0;188;12.3;16.6;;;;;;9.1;0;4.3;69;0.5;;
15/04/2025 14:00;14.7;1000.2;-0.8;92;13.3;;0;;0;188;12.3;16.6;1;3.3;5.8;9.4;9.4;9.4;0;4.3;70;0.5;;
15/04/2025 14:10;14.8;1000.2;-0.8;92;13.3;;0;;0;188;12.3;16.6;;;;;;9.4;0;4.3;63;0;;
15/04/2025 14:20;14.7;1000.1;-0.9;92;13.3;;0;;8;188;12.3;16.6;;;;;;9.4;0;4.3;40;0;;
15/04/2025 14:30;14.6;1000.3;-0.7;91;13.3;;1.6;;6.4;188;12.3;16.6;;;;;;9.4;0;0;21;0;;
15/04/2025 14:40;14.6;1000.3;-0.7;91;13.3;;3.2;;16.1;217;12.3;16.6;;;;;;9.4;0;0;37;0;;
15/04/2025 14:50;14.7;1000.4;-0.6;90;13.3;;11.3;;24.1;237;12.3;16.6;;;;;;9.7;0;0;14;0;;
15/04/2025 15:00;14.7;1000.5;0.2;90;13.3;;8;;16.1;236;12.3;16.6;0.3;1.8;5.9;9.7;9.7;9.7;0;0;16;0;;
15/04/2025 15:10;14.7;1000.7;0.4;89;12.8;;8;;16.1;152;12.3;16.6;;;;;;10.2;3;1;9;0;;
15/04/2025 15:20;14.4;1000.8;0.5;88;12.2;;9.7;;24.1;204;12.3;16.6;;;;;;10.7;2.8;1;5;0;;
15/04/2025 15:30;14.3;1000.7;0.4;87;12.2;;12.9;;24.1;182;12.3;16.6;;;;;;10.9;2.3;1;7;0;;
15/04/2025 15:40;14.2;1000.8;0.5;87;12.2;;8;;25.7;196;12.3;16.6;;;;;;11.2;1.3;1;9;0;;
15/04/2025 15:50;14.1;1000.8;0.5;88;12.2;;8;;17.7;202;12.3;16.6;;;;;;11.7;3.6;3.6;7;0;;
15/04/2025 16:00;14;1000.5;-0.1;87;11.7;;11.3;;30.6;184;12.3;16.6;2.7;4;8.6;12.4;12.4;12.4;3.3;6.6;16;0;;
15/04/2025 16:10;14.2;1000.5;-0.1;85;11.7;;11.3;;29;236;12.3;16.6;;;;;;12.7;1.8;6.6;16;0;;
15/04/2025 16:20;14.4;1000.6;;85;12.2;;8;;17.7;171;12.3;16.6;;;;;;12.7;1;6.6;23;0;;
15/04/2025 16:30;14.4;1000.8;0.2;85;12.2;;6.4;;16.1;196;12.3;16.6;;;;;;13;0;6.6;9;0;;
15/04/2025 16:40;14.3;1000.7;0.1;86;12.2;;4.8;;12.9;232;12.3;16.6;;;;;;13;0;6.6;12;0;;
15/04/2025 16:50;14.1;1000.6;;87;12.2;;6.4;;16.1;207;12.3;16.6;;;;;;13;0;6.6;19;0;;
15/04/2025 17:00;13.9;1000.8;0.6;87;11.7;;8;;14.5;210;12.3;16.6;0.8;3.8;7.1;11.9;13.2;13.2;0;6.6;12;0;;
15/04/2025 17:10;13.8;1000.7;0.5;87;11.7;;6.4;;12.9;234;12.3;16.6;;;;;;13.5;2;2;12;0;;
15/04/2025 17:20;13.7;1000.7;0.5;88;11.7;;4.8;;11.3;220;12.3;16.6;;;;;;13.5;1;2;12;0;;
15/04/2025 17:30;13.7;1001;0.8;88;11.7;;4.8;;12.9;223;12.3;16.6;;;;;;13.5;0;2;0;0;;
15/04/2025 17:40;13.7;1001.2;1;88;11.7;;6.4;;11.3;217;12.3;16.6;;;;;;14;2;2;0;0;;
15/04/2025 17:50;13.6;1001.4;1.2;89;11.7;;3.2;;8;237;12.3;16.6;;;;;;14;1.3;2;0;0;;
15/04/2025 18:00;13.6;1001.3;0.8;90;12.2;;1.6;;6.4;270;12.3;16.6;0.8;4.3;6.1;11.7;14;14;0;2;5;0;;
15/04/2025 18:10;13.4;1001.5;1;90;11.7;;0;;1.6;270;12.3;16.6;;;;;;14;0;1;0;0;;
15/04/2025 18:20;13.2;1001.4;0.9;91;11.7;;1.6;;4.8;270;12.3;16.6;;;;;;14;0;1;0;0;;
15/04/2025 18:30;13;1001.4;0.9;91;11.7;;1.6;;4.8;270;12.3;16.6;;;;;;14;0;1;0;0;;
15/04/2025 18:40;12.7;1001.5;1;92;11.7;;0;;4.8;270;12.3;16.6;;;;;;14;0;1;0;0;;
15/04/2025 18:50;12.7;1001.5;1;92;11.7;;0;;4.8;270;12.3;16.6;;;;;;14;0;1;0;0;;
15/04/2025 19:00;12.7;1001.6;1.1;92;11.7;;3.2;;6.4;250;12.3;16.6;0;1.6;5.6;10.7;14;14;0;0;0;0;;
15/04/2025 19:10;12.8;1001.8;1.3;93;11.7;;3.2;;6.4;247;12.3;16.6;;;;;;14;0;0;0;0;;
15/04/2025 19:20;12.7;1002;1.5;92;11.7;;3.2;;14.5;211;12.3;16.6;;;;;;14;0;0;0;0;;
15/04/2025 19:30;12.7;1002.3;1.8;92;11.7;;1.6;;4.8;211;12.3;16.6;;;;;;14;0;0;0;0;;
15/04/2025 19:40;12.7;1002.6;2.1;92;11.7;;0;;3.2;211;12.3;16.6;;;;;;14.5;4.8;0;0;0;;
15/04/2025 19:50;12.7;1002.9;2.4;92;11.7;;4.8;;11.3;132;12.3;16.6;;;;;;14.7;2.3;4.8;0;0;;
15/04/2025 20:00;12.6;1003;2.2;92;11.7;;1.6;;9.7;188;12.3;16.6;1.2;2;5.8;11.6;15.2;15.2;2.3;4.8;0;0;;
15/04/2025 20:10;12.6;1003.4;2.6;93;11.7;;1.6;;6.4;188;12.3;16.6;;;;;;15.5;1.3;7.6;0;0;;
15/04/2025 20:20;12.5;1003.5;2.7;93;11.7;;4.8;;9.7;98;12.3;16.6;;;;;;16;2;8.1;0;0;;
15/04/2025 20:30;12.5;1003.6;2.8;93;11.7;;1.6;;4.8;98;12.3;16.6;;;;;;17;6.6;8.1;0;0;;
15/04/2025 20:40;12.4;1003.4;2.6;93;11.7;;1.6;;6.4;148;12.3;16.6;;;;;;17.5;2.8;8.1;0;0;;
15/04/2025 20:50;12.3;1003.5;2.7;93;11.1;;0;;1.6;148;12.3;16.6;;;;;;17.8;2;8.1;0;0;;
15/04/2025 21:00;12.3;1003.6;2.3;93;11.1;;0;;0;148;12.3;16.6;2.6;3.8;8.1;14;17.8;17.8;1;8.1;0;0;;
15/04/2025 21:10;12.3;1003.6;2.3;93;11.1;;1.6;;4.8;269;12.2;16.6;;;;;;17.8;0;1.8;0;0;;
15/04/2025 21:20;12.3;1003.2;1.9;94;11.7;;3.2;;8;303;12.2;16.6;;;;;;17.8;0;1.8;0;0;;
15/04/2025 21:30;12.5;1003.3;2;94;11.7;;3.2;;9.7;25;12.2;16.6;;;;;;18.8;5.3;1.8;0;0;;
15/04/2025 21:40;12.7;1003.5;2.2;94;11.7;;3.2;;9.7;360;12.2;16.6;;;;;;19.3;3;1.8;0;0;;
15/04/2025 21:50;12.7;1003.2;1.9;94;11.7;;3.2;;12.9;355;12.2;16.6;;;;;;20.6;5.3;1.8;0;0;;
15/04/2025 22:00;12.7;1003.2;1.6;94;11.7;;1.6;;8;331;12.7;12.7;4.6;8.4;10;18.6;22.4;1.3;11.9;22.9;0;0;;
15/04/2025 22:10;12.6;1003.4;1.8;94;11.7;;3.2;;8;344;12.6;12.7;;;;;;2.3;5.6;22.9;0;0;;
15/04/2025 22:20;12.5;1003.5;1.9;94;11.7;;0;;4.8;344;12.5;12.7;;;;;;3.3;4.8;22.9;0;0;;
15/04/2025 22:30;12.4;1003.7;2.1;94;11.7;;0;;4.8;344;12.4;12.7;;;;;;4.8;9.1;22.9;0;0;;
15/04/2025 22:40;12.4;1003.6;2;94;11.7;;1.6;;8;32;12.4;12.7;;;;;;5.6;4.1;22.9;0;0;;
15/04/2025 22:50;12.4;1003.5;1.9;94;11.7;;1.6;;8;49;12.4;12.7;;;;;;6.4;4.3;22.9;0;0;;
15/04/2025 23:00;12.3;1003.6;0.6;94;11.7;;4.8;;11.3;41;12.4;12.7;6.1;13.3;15.3;22.4;28.5;7.4;7.4;7.4;0;0;;
15/04/2025 23:10;12.3;1003.9;0.9;94;11.7;;1.6;;9.7;33;12.3;12.7;;;;;;8.1;5.1;7.9;0;0;;
15/04/2025 23:20;12.2;1003.7;0.7;94;11.1;;0;;6.4;104;12.2;12.7;;;;;;9.1;2.8;10.4;0;0;;
15/04/2025 23:30;12.1;1004.1;1.1;94;11.1;;1.6;;6.4;104;12.1;12.7;;;;;;9.7;4.1;10.4;0;0;;
15/04/2025 23:40;11.9;1004.4;1.4;94;11.1;;0;;1.6;104;11.9;12.7;;;;;;10.7;6.9;10.4;0;0;;
15/04/2025 23:50;11.9;1003.7;0.7;94;11.1;;0;;4.8;103;11.9;12.7;;;;;;11.9;6.1;10.4;0;0;;
16/04/2025 00:00;11.9;1004.2;;94;11.1;;3.2;;11.3;308;11.9;12.7;4.8;15.5;19.3;25.4;33.3;12.2;2;4.3;0;0;;
16/04/2025 00:10;11.8;1004.5;;94;11.1;;3.2;;9.7;11;11.8;12.7;;;;;;12.4;1;4.3;0;0;;
16/04/2025 00:20;11.7;1004.5;;94;10.6;;0;;8;347;11.7;12.7;;;;;;13;5.1;5.1;0;0;;
16/04/2025 00:30;11.6;1004.3;;94;10.6;;3.2;;9.7;221;11.6;12.7;;;;;;13.5;4.8;5.1;0;0;;
16/04/2025 00:40;11.6;1004.1;;94;10.6;;4.8;;17.7;260;11.6;12.7;;;;;;14.2;3.8;8.6;0;0;;
16/04/2025 00:50;11;1004.3;;94;10;;3.2;;12.9;309;11;12.7;;;;;;14.2;1;8.6;0;0;;
16/04/2025 01:00;10.8;1004.7;;94;10;;3.2;;12.9;355;10.8;12.7;2.8;13.7;22.1;27.7;36.1;15;6.6;7.9;0;0;;
16/04/2025 01:10;10.6;1004.8;;94;10;;4.8;;12.9;286;10.6;12.7;;;;;;16.5;7.6;15.2;0;0;;
16/04/2025 01:20;10.4;1004.5;;94;9.4;;4.8;;14.5;22;10.4;12.7;;;;;;17.8;7.6;15.2;0;0;;
16/04/2025 01:30;10.3;1004.5;;94;9.4;;8;;19.3;315;10.3;12.7;;;;;;18.5;3.8;15.2;0;0;;
16/04/2025 01:40;10.3;1004.6;;94;9.4;;3.2;;12.9;325;10.3;12.7;;;;;;19.6;6.4;15.2;0;0;;
16/04/2025 01:50;10.3;1004.4;;94;9.4;;6.4;;12.9;326;10.3;12.7;;;;;;20.8;10.9;15.2;0;0;;
16/04/2025 02:00;10.2;1004.7;;94;9.4;;3.2;;12.9;313;10.2;12.7;6.8;14.4;27.7;33.5;42.9;21.8;7.1;7.1;0;0;;
16/04/2025 02:10;10.2;1005;;94;9.4;;4.8;;14.5;333;10.2;12.7;;;;;;22.6;4.6;7.1;0;0;;
16/04/2025 02:20;10.1;1005.1;;94;9.4;;4.8;;16.1;300;10.1;12.7;;;;;;23.4;4.1;7.1;0;0;;
