dh_utc;temperature;pression;pression_variation_3h;humidite;point_de_rosee;visibilite;vent_moyen;vent_rafales;vent_rafales_10min;vent_direction;temperature_min;temperature_max;pluie_1h;pluie_3h;pluie_6h;pluie_12h;pluie_24h;pluie_cumul_0h;pluie_intensite;pluie_intensite_max_1h;uv;uv_index;ensoleillement;temperature_sol
17/04/2025 04:30;8.6;1008.6;-0.7;93;7.8;;4.8;;16.1;321;8.6;9.3;;;;;;1.5;0;0;0;0;;
17/04/2025 04:40;8.6;1008.6;-0.7;93;7.8;;4.8;;9.7;321;8.6;9.3;;;;;;1.8;0;0;0;0;;
17/04/2025 04:50;8.6;1008.7;-0.6;93;7.8;;3.2;;8;313;8.6;9.3;;;;;;1.8;0;0;0;0;;
17/04/2025 05:00;8.6;1008.8;-0.1;93;7.8;;3.2;;9.7;313;8.6;9.3;0.3;1.3;1.5;3.1;12.2;1.8;0;0;0;0;;
17/04/2025 05:10;8.7;1008.8;-0.1;93;7.8;;4.8;;9.7;313;8.6;9.3;;;;;;2;0;0;0;0;;
17/04/2025 05:20;8.7;1009;0.1;93;7.8;;3.2;;12.9;342;8.6;9.3;;;;;;2;0;0;0;0;;
17/04/2025 05:30;8.7;1008.9;;93;7.8;;4.8;;9.7;300;8.6;9.3;;;;;;2;0;0;5;0;;
17/04/2025 05:40;8.7;1008.9;;93;7.8;;3.2;;11.3;281;8.6;9.3;;;;;;2.3;0;0;7;0;;
17/04/2025 05:50;8.7;1008.9;;93;7.8;;4.8;;14.5;303;8.6;9.3;;;;;;2.3;0;0;9;0;;
17/04/2025 06:00;8.7;1009;0.5;93;7.8;;6.4;;14.5;311;8.6;9.3;0.8;1.3;2.3;3.6;10.7;2.5;0;0;11;0;;
17/04/2025 06:10;8.8;1009;0.5;93;7.8;;4.8;;12.9;336;8.6;9.3;;;;;;2.5;0;0;18;0;;
17/04/2025 06:20;8.7;1009;0.5;93;7.8;;4.8;;12.9;344;8.6;9.3;;;;;;2.5;0;0;25;0;;
17/04/2025 06:30;8.7;1009;0.5;93;7.8;;4.8;;12.9;306;8.6;9.3;;;;;;2.5;0;0;35;0;;
17/04/2025 06:40;8.7;1009;0.5;93;7.8;;4.8;;17.7;301;8.6;9.3;;;;;;2.5;0;0;44;0;;
17/04/2025 06:50;8.7;1009.1;0.6;92;7.8;;8;;19.3;311;8.6;9.3;;;;;;2.8;0;0;47;0;;
17/04/2025 07:00;8.8;1009.1;0.6;92;7.8;;6.4;;19.3;287;8.6;9.3;0.2;1.3;2.5;3.6;9.1;2.8;0;0;67;0;;
17/04/2025 07:10;8.8;1009.1;0.6;92;7.8;;6.4;;17.7;326;8.6;9.3;;;;;;2.8;0;0;42;0;;
17/04/2025 07:20;8.8;1009.1;0.6;92;7.8;;6.4;;16.1;360;8.6;9.3;;;;;;3;0;0;72;0;;
17/04/2025 07:30;8.8;1009.2;0.7;92;7.8;;6.4;;14.5;13;8.6;9.3;;;;;;3;0;0;81;0.5;;
17/04/2025 07:40;8.8;1009.3;0.8;91;7.2;;8;;27.4;5;8.6;9.3;;;;;;3.3;1;1;74;0.5;;
17/04/2025 07:50;8.7;1009.4;0.9;90;7.2;;9.7;;27.4;278;8.6;9.3;;;;;;3.3;1;1;83;0.5;;
17/04/2025 08:00;8.6;1009.7;0.9;90;7.2;;9.7;;22.5;307;8.6;9.3;0.5;1.5;2.8;4.1;7.9;3.3;0;0;88;0.5;;
17/04/2025 08:10;8.7;1009.8;1;90;7.2;;11.3;;29;324;8.6;9.3;;;;;;3.6;0;0;37;0;;
17/04/2025 08:20;8.6;1009.8;1;89;6.7;;11.3;;24.1;325;8.6;9.3;;;;;;3.6;0;0;102;0.6;;
17/04/2025 08:30;8.5;1009.9;1.1;90;7.2;;8;;19.3;26;8.5;9.3;;;;;;3.6;0;0;132;0.8;;
17/04/2025 08:40;8.4;1010;1.2;90;7.2;;8;;25.7;339;8.4;9.3;;;;;;3.6;0;0;123;0.8;;
17/04/2025 08:50;8.4;1010;1.2;90;7.2;;8;;25.7;337;8.4;9.3;;;;;;3.6;0;0;132;0.8;;
17/04/2025 09:00;8.4;1010.1;1.1;90;7.2;;6.4;;24.1;360;8.4;9.3;0.3;1;2.3;4.1;6.6;3.6;0;0;172;1;;
17/04/2025 09:10;8.7;1010;1;90;7.2;;6.4;;19.3;36;8.4;9.3;;;;;;3.6;0;0;193;1.2;;
17/04/2025 09:20;8.7;1010.1;1.1;90;7.2;;8;;20.9;49;8.4;9.3;;;;;;3.8;0;0;178;1.1;;
17/04/2025 09:30;8.8;1010.1;1.1;90;7.2;;6.4;;17.7;28;8.4;9.3;;;;;;3.8;0;0;195;1.3;;
17/04/2025 09:40;8.8;1010.2;1.2;90;7.2;;9.7;;19.3;316;8.4;9.3;;;;;;3.8;0;0;230;1.5;;
17/04/2025 09:50;8.9;1010.2;1.2;89;7.2;;8;;20.9;16;8.4;9.3;;;;;;3.8;0;0;244;1.6;;
17/04/2025 10:00;8.9;1010.3;1.2;88;7.2;;9.7;;27.4;20;8.4;9.3;0.2;1;2.3;3.8;5.6;3.8;0;0;243;1.6;;
17/04/2025 10:10;8.9;1010.2;1.1;88;7.2;;11.3;;27.4;5;8.4;9.3;;;;;;3.8;0;0;255;1.6;;
17/04/2025 10:20;8.9;1010.4;1.3;87;6.7;;11.3;;27.4;316;8.4;9.3;;;;;;3.8;0;0;253;1.6;;
17/04/2025 10:30;9.1;1010.4;1.3;87;7.2;;9.7;;24.1;13;8.4;9.3;;;;;;3.8;0;0;207;1.4;;
17/04/2025 10:40;9.1;1010.4;1.3;87;7.2;;9.7;;22.5;44;8.4;9.3;;;;;;4.1;0;0;186;1.3;;
17/04/2025 10:50;9.1;1010.5;1.4;87;7.2;;9.7;;24.1;5;8.4;9.3;;;;;;4.1;0;0;193;1.3;;
17/04/2025 11:00;9.1;1010.4;0.7;87;7.2;;8;;17.7;347;8.4;9.3;0.3;0.8;2.3;3.8;5.6;4.1;0;0;204;1.4;;
17/04/2025 11:10;9.3;1010.3;0.6;87;7.2;;6.4;;19.3;296;8.4;9.3;;;;;;4.1;0;0;241;1.6;;
17/04/2025 11:20;9.5;1010.3;0.6;87;7.2;;8;;20.9;30;8.4;9.5;;;;;;4.1;0;0;202;1.4;;
17/04/2025 11:30;9.4;1010.2;0.5;86;7.2;;8;;24.1;16;8.4;9.5;;;;;;4.1;0;0;193;1.4;;
17/04/2025 11:40;9.6;1010.1;0.4;86;7.2;;6.4;;22.5;266;8.4;9.6;;;;;;4.1;0;0;213;1.4;;
17/04/2025 11:50;9.8;1010.2;0.5;85;7.2;;8;;20.9;306;8.4;9.8;;;;;;4.1;0;0;176;1.2;;
17/04/2025 12:00;9.8;1010.4;0.3;84;7.2;;8;;17.7;319;8.4;9.9;0;0.5;1.5;3.8;5.4;4.1;0;0;146;1;;
17/04/2025 12:10;9.9;1010.6;0.5;85;7.8;;6.4;;14.5;329;8.4;9.9;;;;;;4.1;0;0;134;0.9;;
17/04/2025 12:20;10.1;1010.8;0.7;85;7.8;;6.4;;19.3;5;8.4;10.1;;;;;;4.1;0;0;179;1.2;;
17/04/2025 12:30;10.3;1011;0.9;85;7.8;;6.4;;17.7;42;8.4;10.3;;;;;;4.1;0;0;171;1.2;;
17/04/2025 12:40;10.3;1011.1;1;84;7.8;;6.4;;16.1;49;8.4;10.4;;;;;;4.1;0;0;160;1.1;;
17/04/2025 12:50;10.3;1011.2;1.1;85;7.8;;6.4;;14.5;26;8.4;10.4;;;;;;4.1;0;0;163;1.1;;
17/04/2025 13:00;10.2;1011.4;1.1;85;7.8;;6.4;;14.5;51;8.4;10.4;0;0.3;1.3;3.8;5.4;4.1;0;0;160;1.1;;
17/04/2025 13:10;10.2;1011.5;1.2;86;7.8;;6.4;;16.1;38;8.4;10.4;;;;;;4.1;0;0;139;1;;
17/04/2025 13:20;10.2;1011.5;1.2;86;7.8;;6.4;;16.1;16;8.4;10.4;;;;;;4.3;0;0;144;1;;
17/04/2025 13:30;10.1;1011.5;1.2;86;7.8;;4.8;;12.9;24;8.4;10.4;;;;;;4.3;0;0;142;1;;
17/04/2025 13:40;10.2;1011.5;1.2;87;8.3;;4.8;;9.7;355;8.4;10.4;;;;;;4.6;0;0;146;1;;
17/04/2025 13:50;10.2;1011.4;1.1;87;8.3;;4.8;;9.7;350;8.4;10.4;;;;;;4.6;0;0;142;0.9;;
17/04/2025 14:00;10.2;1011.7;1.3;86;7.8;;3.2;;9.7;355;8.4;10.4;0.5;0.5;1.3;4.1;5.9;4.6;0;0;134;0.9;;
17/04/2025 14:10;10.4;1011.7;1.3;88;8.3;;1.6;;8;314;8.4;10.4;;;;;;4.6;0;0;132;0.8;;
17/04/2025 14:20;10.4;1011.8;1.4;87;8.3;;1.6;;9.7;314;8.4;10.4;;;;;;4.6;0;0;125;0.8;;
17/04/2025 14:30;10.4;1011.9;1.5;87;8.3;;3.2;;9.7;346;8.4;10.4;;;;;;4.6;0;0;121;0.7;;
17/04/2025 14:40;10.3;1012.1;1.7;85;7.8;;3.2;;9.7;348;8.4;10.4;;;;;;4.6;0;0;109;0.7;;
17/04/2025 14:50;10.3;1012.2;1.8;85;7.8;;4.8;;9.7;336;8.4;10.4;;;;;;4.6;0;0;62;0;;
17/04/2025 15:00;10.2;1012.3;1.9;86;7.8;;4.8;;9.7;355;8.4;10.4;0;0.5;1;3.3;5.9;4.6;0;0;113;0.6;;
17/04/2025 15:10;10.3;1012.4;2;85;7.8;;3.2;;8;28;8.4;10.4;;;;;;4.6;0;0;114;0.6;;
17/04/2025 15:20;10.2;1012.4;2;85;7.8;;3.2;;12.9;355;8.4;10.4;;;;;;4.8;0;0;128;0.7;;
17/04/2025 15:30;10.2;1012.5;2.1;85;7.8;;4.8;;14.5;26;8.4;10.4;;;;;;4.8;0;0;155;0.8;;
17/04/2025 15:40;10.5;1012.6;2.2;87;8.3;;3.2;;9.7;12;8.4;10.5;;;;;;4.8;0;0;146;0.7;;
17/04/2025 15:50;10.5;1012.7;2.3;85;8.3;;4.8;;12.9;360;8.4;10.6;;;;;;4.8;0;0;149;0.7;;
17/04/2025 16:00;10.6;1012.7;1.3;86;8.3;;3.2;;6.4;360;8.4;10.6;0.2;0.7;1;3.3;6.1;4.8;0;0;134;0.6;;
17/04/2025 16:10;10.6;1012.8;1.4;86;8.3;;3.2;;8;360;8.4;10.6;;;;;;4.8;0;0;49;0;;
17/04/2025 16:20;10.4;1012.9;1.5;86;8.3;;4.8;;9.7;13;8.4;10.6;;;;;;5.1;0;0;33;0;;
17/04/2025 16:30;10.2;1013;1.6;87;8.3;;4.8;;14.5;39;8.4;10.6;;;;;;5.1;0;0;63;0;;
17/04/2025 16:40;10;1013.1;1.7;87;7.8;;4.8;;14.5;338;8.4;10.6;;;;;;5.1;0;0;35;0;;
17/04/2025 16:50;9.8;1013.1;1.7;87;7.8;;3.2;;12.9;329;8.4;10.6;;;;;;5.1;0;0;42;0;;
17/04/2025 17:00;9.7;1013.2;1.5;88;7.8;;4.8;;12.9;340;8.4;10.6;0.3;0.5;1;3.3;6.4;5.1;0;0;35;0;;
17/04/2025 17:10;9.7;1013.4;1.7;88;7.8;;4.8;;9.7;9;8.4;10.6;;;;;;5.1;0;0;14;0;;
17/04/2025 17:20;9.6;1013.5;1.8;88;7.8;;3.2;;8;17;8.4;10.6;;;;;;5.3;0;0;11;0;;
17/04/2025 17:30;9.5;1013.6;1.9;89;7.8;;3.2;;11.3;294;8.4;10.6;;;;;;5.3;0;0;12;0;;
17/04/2025 17:40;9.5;1013.8;2.1;89;7.8;;3.2;;12.9;347;8.4;10.6;;;;;;5.6;0;0;14;0;;
17/04/2025 17:50;9.3;1014;2.3;89;7.8;;3.2;;8;355;8.4;10.6;;;;;;5.6;0;0;16;0;;
17/04/2025 18:00;9.2;1014;1.7;89;7.8;;3.2;;6.4;15;8.4;10.6;0.5;1;1.5;3;6.6;5.6;0;0;16;0;;
17/04/2025 18:10;9.2;1014.1;1.8;89;7.8;;3.2;;9.7;17;8.4;10.6;;;;;;5.6;0;0;11;0;;
17/04/2025 18:20;9.1;1014.1;1.8;89;7.2;;3.2;;9.7;9;8.4;10.6;;;;;;5.6;0;0;5;0;;
17/04/2025 18:30;9;1014.3;2;89;7.2;;4.8;;9.7;12;8.4;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 18:40;8.9;1014.3;2;89;7.2;;3.2;;8;18;8.4;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 18:50;8.9;1014.5;2.2;89;7.2;;3.2;;8;15;8.4;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 19:00;8.8;1014.6;1.9;90;7.2;;4.8;;9.7;17;8.4;10.6;0.3;1.1;1.8;3.1;6.7;5.8;0;0;0;0;;
17/04/2025 19:10;8.8;1014.7;2;90;7.2;;3.2;;12.9;351;8.4;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 19:20;8.7;1014.6;1.9;90;7.2;;4.8;;14.5;5;8.4;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 19:30;8.6;1014.7;2;89;7.2;;3.2;;9.7;347;8.4;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 19:40;8.6;1014.8;2.1;89;6.7;;4.8;;12.9;305;8.4;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 19:50;8.6;1014.8;2.1;89;6.7;;4.8;;12.9;340;8.4;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 20:00;8.4;1014.9;1.7;88;6.7;;3.2;;6.4;335;8.4;10.6;0;0.8;1.3;2.6;6.7;5.8;0;0;0;0;;
17/04/2025 20:10;8.4;1014.8;1.6;89;6.7;;1.6;;8;333;8.4;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 20:20;8.3;1015.1;1.9;89;6.7;;1.6;;6.4;333;8.3;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 20:30;8.3;1015.2;2;89;6.7;;3.2;;8;335;8.3;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 20:40;8.3;1015.1;1.9;89;6.7;;3.2;;8;343;8.3;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 20:50;8.3;1015.2;2;89;6.7;;1.6;;4.8;343;8.3;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 21:00;8.3;1015.2;1.2;89;6.7;;1.6;;6.4;342;8.3;10.6;0;0.3;1.3;2.3;6.4;5.8;0;0;0;0;;
17/04/2025 21:10;8.3;1015.2;1.2;90;6.7;;0;;4.8;342;8.3;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 21:20;8.2;1015.2;1.2;90;6.7;;1.6;;4.8;342;8.2;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 21:30;8.2;1015.2;1.2;90;6.7;;1.6;;6.4;342;8.2;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 21:40;8.2;1015.4;1.4;90;6.7;;1.6;;4.8;342;8.2;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 21:50;8.1;1015.4;1.4;90;6.7;;1.6;;6.4;342;8.1;10.6;;;;;;5.8;0;0;0;0;;
17/04/2025 22:00;8.1;1015.4;0.8;90;6.7;;1.6;;6.4;342;8.1;8.1;0;;1.1;2.1;5.9;0;0;0;0;0;;
17/04/2025 22:10;8;1015.4;0.8;91;6.7;;0;;3.2;342;8;8.1;;;;;;0;0;0;0;0;;
17/04/2025 22:20;7.9;1015.5;0.9;91;6.7;;3.2;;6.4;341;7.9;8.1;;;;;;0;0;0;0;0;;
17/04/2025 22:30;7.9;1015.6;1;91;6.7;;3.2;;6.4;341;7.9;8.1;;;;;;0;0;0;0;0;;
17/04/2025 22:40;7.9;1015.6;1;91;6.7;;3.2;;6.4;341;7.9;8.1;;;;;;0;0;0;0;0;;
17/04/2025 22:50;7.9;1015.6;1;91;6.7;;0;;3.2;341;7.9;8.1;;;;;;0;0;0;0;0;;
17/04/2025 23:00;7.9;1015.7;0.8;91;6.7;;0;;0;341;7.9;8.1;0;;0.8;1.8;5.6;0;0;0;0;0;;
17/04/2025 23:10;8;1015.7;0.8;91;6.7;;1.6;;4.8;341;7.9;8.1;;;;;;0;0;0;0;0;;
17/04/2025 23:20;7.9;1015.7;0.8;91;6.7;;0;;4.8;341;7.9;8.1;;;;;;0;0;0;0;0;;
17/04/2025 23:30;7.9;1015.8;0.9;91;6.7;;0;;3.2;341;7.9;8.1;;;;;;0;0;0;0;0;;
17/04/2025 23:40;7.9;1015.9;1;91;6.7;;1.6;;3.2;341;7.9;8.1;;;;;;0;0;0;0;0;;
17/04/2025 23:50;7.8;1016;1.1;92;6.7;;1.6;;3.2;341;7.8;8.1;;;;;;0;0;0;0;0;;
18/04/2025 00:00;7.8;1016.1;;92;6.7;;0;;4.8;341;7.8;8.1;0;;0.3;1.8;5.6;0;0;0;0;0;;
18/04/2025 00:10;7.7;1016.1;;92;6.7;;0;;0;341;7.7;8.1;;;;;;0;0;0;0;0;;
18/04/2025 00:20;7.6;1016.1;;92;6.7;;0;;0;341;7.6;8.1;;;;;;0;0;0;0;0;;
18/04/2025 00:30;7.6;1016.1;;92;6.7;;0;;0;341;7.6;8.1;;;;;;0;0;0;0;0;;
18/04/2025 00:40;7.4;1016.1;;92;6.1;;0;;0;341;7.4;8.1;;;;;;0;0;0;0;0;;
18/04/2025 00:50;7.3;1016;;92;6.1;;0;;0;341;7.3;8.1;;;;;;0;0;0;0;0;;
18/04/2025 01:00;7.2;1015.9;;92;6.1;;0;;0;341;7.2;8.1;0;;;1.8;5.6;0;0;0;0;0;;
18/04/2025 01:10;7.1;1015.8;;92;6.1;;0;;0;341;7.1;8.1;;;;;;0;0;0;0;0;;
18/04/2025 01:20;6.9;1015.8;;92;5.6;;0;;0;341;6.9;8.1;;;;;;0;0;0;0;0;;
18/04/2025 01:30;6.7;1015.8;;92;5.6;;0;;0;341;6.7;8.1;;;;;;0;0;0;0;0;;
18/04/2025 01:40;6.4;1015.8;;92;5.6;;0;;0;341;6.4;8.1;;;;;;0;0;0;0;0;;
18/04/2025 01:50;6.2;1015.7;;92;5;;1.6;;3.2;341;6.2;8.1;;;;;;0;0;0;0;0;;
18/04/2025 02:00;5.9;1015.7;;92;5;;0;;0;341;5.9;8.1;0;;;1.3;5.4;0;0;0;0;0;;
18/04/2025 02:10;5.7;1015.7;;92;4.4;;0;;0;341;5.7;8.1;;;;;;0;0;0;0;0;;
18/04/2025 02:20;5.6;1015.7;;93;4.4;;0;;0;341;5.6;8.1;;;;;;0;0;0;0;0;;
18/04/2025 02:30;5.7;1015.7;;93;4.4;;0;;0;341;5.6;8.1;;;;;;0;0;0;0;0;;
18/04/2025 02:40;5.5;1015.6;;93;4.4;;0;;0;341;5.5;8.1;;;;;;0;0;0;0;0;;
18/04/2025 02:50;5.3;1015.5;;93;4.4;;0;;0;341;5.3;8.1;;;;;;0;0;0;0;0;;
18/04/2025 03:00;5.2;1015.5;-0.6;93;4.4;;0;;0;341;5.2;8.1;0;;;1.3;4.6;0;0;0;0;0;;
18/04/2025 03:10;5.1;1015.5;-0.6;93;3.9;;0;;0;341;5.1;8.1;;;;;;0;0;0;0;0;;
18/04/2025 03:20;4.9;1015.7;-0.4;93;3.9;;0;;0;341;4.9;8.1;;;;;;0;0;0;0;0;;
18/04/2025 03:30;4.8;1015.8;-0.3;94;3.9;;0;;0;341;4.8;8.1;;;;;;0;0;0;0;0;;
18/04/2025 03:40;4.9;1015.7;-0.4;94;3.9;;0;;0;341;4.8;8.1;;;;;;0;0;0;0;0;;
18/04/2025 03:50;5;1015.7;-0.4;94;3.9;;0;;0;341;4.8;8.1;;;;;;0;0;0;0;0;;
18/04/2025 04:00;4.9;1015.7;-0.2;94;3.9;;0;;0;341;4.8;8.1;0;;;1.1;4.4;0;0;0;0;0;;
18/04/2025 04:10;4.8;1015.6;-0.3;94;3.9;;0;;0;341;4.8;8.1;;;;;;0;0;0;0;0;;
18/04/2025 04:20;4.6;1015.6;-0.3;94;3.9;;0;;0;341;4.6;8.1;;;;;;0;0;0;0;0;;
18/04/2025 04:30;4.5;1015.7;-0.2;94;3.9;;0;;0;341;4.5;8.1;;;;;;0;0;0;0;0;;
18/04/2025 04:40;4.4;1015.9;;94;3.3;;0;;0;341;4.4;8.1;;;;;;0;0;0;0;0;;
18/04/2025 04:50;4.3;1016;0.1;94;3.3;;0;;0;341;4.3;8.1;;;;;;0;0;0;5;0;;
18/04/2025 05:00;4.2;1015.8;0.1;94;3.3;;0;;0;341;4.2;8.1;0;;;0.8;4.1;0;0;0;9;0;;
18/04/2025 05:10;4.1;1015.9;0.2;94;3.3;;0;;0;341;4.1;8.1;;;;;;0;0;0;14;0;;
18/04/2025 05:20;4.1;1016;0.3;94;3.3;;0;;0;341;4.1;8.1;;;;;;0;0;0;18;0;;
18/04/2025 05:30;4.1;1015.9;0.2;94;3.3;;0;;0;341;4;8.1;;;;;;0;0;0;21;0;;
18/04/2025 05:40;4.1;1016;0.3;95;3.3;;0;;0;341;4;8.1;;;;;;0;0;0;25;0;;
18/04/2025 05:50;4.4;1016.1;0.4;95;3.9;;0;;0; ;4;8.1;;;;;;0;0;0;28;0;;
18/04/2025 06:00;4.9;1016.2;0.7;96;4.4;;0;;0;341;4;8.1;0;;;0.3;3.3;0;0;0;32;0;;
18/04/2025 06:10;5.8;1016.3;0.8;96;5;;3.2;;6.4;341;4;8.1;;;;;;0;0;0;118;0;;
18/04/2025 06:20;6.1;1016.3;0.8;95;5.6;;4.8;;8;341;4;8.1;;;;;;0;0;0;128;0.5;;
18/04/2025 06:30;6.4;1016.2;0.7;95;5.6;;1.6;;4.8;341;4;8.1;;;;;;0;0;0;200;0.6;;
18/04/2025 06:40;7.1;1016.2;0.7;96;6.7;;1.6;;4.8;341;4;8.1;;;;;;0;0;0;232;0.7;;
18/04/2025 06:50;7.8;1016.2;0.7;96;7.2;;0;;4.8;341;4;8.1;;;;;;0;0;0;260;0.8;;
18/04/2025 07:00;8.5;1016.3;0.6;95;7.8;;3.2;;4.8;341;4;8.5;0;;;;3.1;0;0;0;288;0.9;;
18/04/2025 07:10;9;1016.1;0.4;94;8.3;;1.6;;4.8;341;4;9;;;;;;0;0;0;322;1.1;;
18/04/2025 07:20;9.2;1016.1;0.4;91;7.8;;0;;0;341;4;9.2;;;;;;0;0;0;353;1.2;;
18/04/2025 07:30;9.8;1016;0.3;88;7.8;;0;;0;341;4;9.8;;;;;;0;0;0;381;1.3;;
18/04/2025 07:40;10.2;1016.1;0.4;84;7.8;;0;;3.2;341;4;10.2;;;;;;0;0;0;410;1.6;;
18/04/2025 07:50;11.1;1016;0.3;80;7.8;;0;;0;341;4;11.1;;;;;;0;0;0;438;1.7;;
18/04/2025 08:00;11.3;1015.9;0.1;77;7.2;;0;;6.4;341;4;11.3;0;;;;2.6;0;0;0;464;1.9;;
